HospitalName,AvgOutOfPocketCost,Latitude,Longitude
LOMA LINDA UNIVERSITY MEDICAL CENTER,3612.633368,34.0494519,-117.2641774
CORONA REGIONAL MEDICAL CENTER,1046.792415,33.8727795,-117.5683133
SALINAS VALLEY MEMORIAL HOSPITAL,2324.382589,36.6596862,-121.6471476
ADVENTIST HEALTH SONORA,1263.354888,37.9772338,-120.3712182
ADVENTIST HEALTH LODI MEMORIAL,1116.672026,38.1214679,-121.2869098
PIONEERS MEMORIAL HEALTHCARE DISTRICT,1137.49482,32.9587164,-115.5544386
UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,3564.136361,33.78728,-117.888284
BEVERLY HOSPITAL,1006.150935,34.015015,-118.100636
TORRANCE MEMORIAL MEDICAL CENTER,1510.334369,33.8118946,-118.3435467
BARTON MEMORIAL HOSPITAL,3003.946477,38.9122482,-119.9965847
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,1577.00944,33.8384678,-118.3572436
GOLETA VALLEY COTTAGE HOSPITAL,1520.652463,34.4334194,-119.8104104
TULARE REGIONAL MEDICAL CENTER,966.2709955,36.2211329,-119.3384921
MARIN GENERAL HOSPITAL,1521.437175,37.9473603,-122.5360275
NORTHBAY MEDICAL CENTER,2113.152668,38.2620091,-122.0473434
LAC+USC MEDICAL CENTER,2660.46844,34.0579744,-118.2087976
LAC/HARBOR-UCLA MED CENTER,3689.950893,33.8308436,-118.2925709
PACIFICA HOSPITAL OF THE VALLEY,1010.576289,34.2405259,-118.3960912
GOOD SAMARITAN HOSPITAL,4298.746451,37.2517475,-121.9466889
CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,1366.060885,34.0878738,-117.8935005
HEMET VALLEY MEDICAL CENTER,1107.024315,33.7503708,-116.9601303
PIH HOSPITAL - DOWNEY,1536.6661,33.9350663,-118.131987
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,1921.613693,34.2744991,-119.2577289
SANTA BARBARA COTTAGE HOSPITAL,2322.099867,34.4295357,-119.7241169
CHINESE HOSPITAL,1040.518109,37.7955406,-122.4091299
KAISER FOUNDATION HOSPITAL - SOUTH BAY,7552.59,33.7886388,-118.2957912
MERCY HOSPITAL OF FOLSOM,1525.488676,38.670333,-121.1458461
SUTTER COAST HOSPITAL,1306.290286,41.7736588,-124.1942469
PALO VERDE HOSPITAL,954.545455,33.6129481,-114.5950717
SCRIPPS GREEN HOSPITAL,4210.837018,32.8970357,-117.2427735
KAISER FOUNDATION HOSPITAL - SACRAMENTO,8630.514347,38.6014909,-121.3938074
WEST ANAHEIM MEDICAL CENTER,1205.210648,33.8252217,-117.9950032
HUNTINGTON MEMORIAL HOSPITAL,1652.67578,34.1357773,-118.1518606
STANFORD HEALTH CARE,4225.548335,37.4330746,-122.1750485
MERCY MEDICAL CENTER,1202.325783,37.3401411,-120.4671866
UCSF MEDICAL CENTER,6108.981852,37.7630512,-122.4578094
ADVENTIST HEALTH BAKERSFIELD,1304.265827,35.3833744,-119.0206543
ST MARY'S MEDICAL CENTER,1932.434782,37.7740749,-122.4538893
DOCTORS MEDICAL CENTER,1623.548698,37.66575,-120.9973109
MEMORIAL HOSPITAL OF GARDENA,1026.092076,33.8929929,-118.2950049
GOOD SAMARITAN HOSPITAL,1237.27036,34.054492,-118.2649048
WEST HILLS HOSPITAL & MEDICAL CENTER,1634.742775,34.2029255,-118.6287791
LONG BEACH MEMORIAL MEDICAL CENTER,3273.338876,33.8083605,-118.1873236
EDEN MEDICAL CENTER,1747.668207,37.6982685,-122.0903131
CLOVIS COMMUNITY MEDICAL CENTER,1736.453961,36.8390429,-119.660354
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,4374.097576,37.9838036,-122.0338474
SUTTER AUBURN FAITH HOSPITAL,1307.458213,38.9452952,-121.1006825
SAINT VINCENT MEDICAL CENTER,3894.924914,34.0642926,-118.2741675
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,1366.047357,33.0369008,-117.2839126
SIERRA VISTA REGIONAL MEDICAL CENTER,1688.974169,35.2922411,-120.665834
KAISER FOUNDATION HOSPITAL,12418.75926,38.0043293,-122.5546467
KAISER FOUNDATION HOSPITAL - FREMONT,9830.77273,37.5521961,-121.9747793
KAISER FOUNDATION HOSPITAL - ZION,7469.77514,32.7916133,-117.0954049
MERCY SAN JUAN MEDICAL CENTER,1484.437943,38.6693027,-121.3139776
VICTOR VALLEY GLOBAL MEDICAL CENTER,956.7621145,34.5278898,-117.2936963
SUTTER DELTA MEDICAL CENTER,1216.495495,37.9825348,-121.8029078
HUNTINGTON BEACH HOSPITAL,886.9269126,33.70364,-117.986656
MEMORIAL HOSPITAL LOS BANOS,1262.927708,37.0640934,-120.8591356
JOHN F KENNEDY MEMORIAL HOSPITAL,1012.340372,33.7061109,-116.2353527
SUTTER DAVIS HOSPITAL,1163.125936,38.5624053,-121.7711565
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,22536.24421,37.4893313,-122.223976
COLLEGE HOSPITAL COSTA MESA,2039.73401,33.651829,-117.91198
PORTERVILLE DEVELOPMENTAL CENTER,807.692307,36.0438161,-118.9803525
SONOMA DEVELOPMENTAL CENTER,476.0000005,38.3475782,-122.5191493
LOS ROBLES HOSPITAL & MEDICAL CENTER,3357.693191,34.2067796,-118.8830898
LOS ALAMITOS MEDICAL CENTER,1559.28802,33.8045254,-118.0669994
MEMORIAL MEDICAL CENTER,1858.882171,37.6686472,-120.9746362
KAISER FOUNDATION HOSPITAL - WEST LA,1565.872728,34.0383728,-118.3750021
MISSION HOSPITAL REGIONAL MED CENTER,1988.973042,33.5610153,-117.6653937
MADERA COMMUNITY HOSPITAL,968.09786,36.9438927,-120.0446677
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,1446.030576,33.7151853,-117.9360672
EISENHOWER MEDICAL CENTER,1711.615362,33.7634956,-116.4054165
GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,697.2658825,33.8335701,-118.0801696
LA PALMA INTERCOMMUNITY HOSPITAL,933.3446559,33.847533,-118.038414
LAKEWOOD REGIONAL MEDICAL CENTER,1358.332405,33.8596883,-118.1482913
CHINO VALLEY MEDICAL CENTER,1262.402066,34.0255642,-117.686109
SAN DIMAS COMMUNITY HOSPITAL,858.0306862,34.097533,-117.8345314
PLACENTIA LINDA HOSPITAL,1190.243645,33.8870822,-117.843323
METHODIST HOSPITAL OF SACRAMENTO,1462.994384,38.463412,-121.4169329
FOOTHILL PRESBYTERIAN HOSPITAL,1235.497506,34.1327654,-117.8713435
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,4518.937543,38.5549492,-121.4546344
SADDLEBACK MEMORIAL MEDICAL CENTER,2202.312026,33.6093252,-117.7089298
KAISER FOUNDATION HOSPITAL-SAN JOSE,17038.39644,37.2398041,-121.8002512
DELANO REGIONAL MEDICAL CENTER,1006.097538,35.7622854,-119.2392519
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,15993.42136,33.8520823,-117.8441325
ST JOHNS PLEASANT VALLEY HOSPITAL,1501.308113,34.2434788,-119.0200789
HENRY MAYO NEWHALL  HOSPITAL,1857.816359,34.39787,-118.5539446
CEDARS-SINAI MEDICAL CENTER,4124.514054,34.075232,-118.3801756
TWIN CITIES COMMUNITY HOSPITAL,1240.55772,35.5549761,-120.7193676
POMERADO HOSPITAL,1134.827351,32.9968688,-117.0566063
EAST LOS ANGELES DOCTORS HOSPITAL,874.315541,34.0237682,-118.1841496
LOS ANGELES COMMUNITY HOSPITAL,945.062527,34.0193498,-118.1865467
KAISER FOUNDATION HOSP SO SACRAMENTO,4398.457622,38.4699104,-121.4216412
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,10342.96875,34.1709445,-118.5896036
ORANGE COAST MEMORIAL MEDICAL CENTER,2549.248946,33.7003907,-117.9556226
MENIFEE VALLEY MEDICAL CENTER,991.6903659,33.7189772,-117.1681518
"KAISER FOUNDATION HOSPITAL, RIVERSIDE",3503.746467,33.9066064,-117.4696075
ST LOUISE REGIONAL HOSPITAL,1000.78937,37.0367167,-121.5711608
SAN RAMON REGIONAL MEDICAL CTR,1471.934737,37.7759705,-121.9582426
KAISER FOUNDATION HOSPITAL-SANTA ROSA,14764.07445,38.4715941,-122.7267519
KECK HOSPITAL OF USC,6564.999371,34.0619943,-118.2012607
PATIENTS' HOSPITAL OF REDDING,1956.30128,40.5859087,-122.416861
SOUTHWEST HEALTHCARE SYSTEM,1113.912423,33.5590999,-117.1839646
MISSION COMMUNITY HOSPITAL,889.2922879,34.2202962,-118.456665
FRESNO SURGICAL HOSPITAL,2460.719094,36.8248459,-119.7819144
DESERT VALLEY HOSPITAL,999.7251881,34.4722857,-117.2980128
KAISER FOUNDATION HOSPITAL - FRESNO,8493.607007,36.8424331,-119.780467
SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,1819.7042,36.987682,-121.9774604
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,1232.805553,33.9293317,-118.1585885
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,7531.441567,34.0655652,-117.9859943
BAKERSFIELD HEART HOSPITAL,1131.433767,35.3847081,-119.0399171
STANISLAUS SURGICAL HOSPITAL,1333.29794,37.6647978,-120.9583221
COMMUNITY HOSPITAL OF LONG BEACH,2426.103013,33.7884737,-118.1452922
WHITTIER HOSPITAL MEDICAL CENTER,1115.606848,33.9498216,-118.0033296
MONTEREY PARK HOSPITAL,899.0431291,34.0495478,-118.1383262
GARFIELD MEDICAL CENTER,1183.884068,34.0678947,-118.1238043
GREATER EL MONTE COMMUNITY HOSPITAL,1253.538883,34.0480516,-118.0434003
CENTINELA HOSPITAL MEDICAL CENTER,1339.969872,33.9504805,-118.3482959
MARINA DEL REY HOSPITAL,1562.347561,33.9817974,-118.4402399
OLYMPIA MEDICAL CENTER,1035.239609,34.0572405,-118.3604831
ANAHEIM GLOBAL MEDICAL CENTER,749.55263,33.8196827,-117.9097961
CHAPMAN GLOBAL MEDICAL CENTER,1621.953958,33.7886124,-117.8262888
ORANGE COUNTY GLOBAL MEDICAL CENTER,1664.481666,33.7542839,-117.8328006
SOUTH COAST GLOBAL MEDICAL CENTER,1793.283465,33.7110583,-117.8851902
KAISER FOUNDATION HOSPITAL MANTECA,12211.78533,37.7982558,-121.2462723
MENLO PARK SURGICAL HOSPITAL,1308.36364,37.4615512,-122.1590463
SHERMAN OAKS HOSPITAL,1381.146713,34.1602807,-118.4495134
ALVARADO HOSPITAL MEDICAL CENTER,1249.221026,32.7766415,-117.0573188
MONTCLAIR HOSPITAL MEDICAL CENTER,1189.51412,34.0787364,-117.6960075
KAISER FOUNDATION HOSPITAL - ANTIOCH,5981.8565,37.9508418,-121.7749286
PROVIDENCE TARZANA MEDICAL CENTER,1528.086175,34.1710084,-118.5320475
SILVER LAKE MEDICAL CENTER,837.3841776,34.0695317,-118.2634888
SHASTA REGIONAL MEDICAL CENTER,1044.330778,40.5855541,-122.3877573
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,2012.83333,33.897404,-117.186026
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,1211.89503,39.1318175,-121.6134333
KAISER FOUNDATION HOSPITAL - VACAVILLE,7682.027613,38.3882169,-121.9387685
HOAG ORTHOPEDIC INSTITUTE,3228.255146,33.6607471,-117.7724594
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,1498.056034,33.6145875,-117.1691492
COAST PLAZA HOSPITAL,842.9992721,33.9127726,-118.0988257
KAISER FOUNDATION HOSPITAL - ROSEVILLE,11150.63755,38.7474074,-121.2506572
SAN LEANDRO HOSPITAL,1065.315203,37.7122362,-122.1433524
TEMECULA VALLEY HOSPITAL,1051.665457,33.4811362,-117.1060989
COLLEGE MEDICAL CENTER,904.7975615,33.8069502,-118.1928532
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,11123.78434,37.7064867,-122.1647052
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",872.5947593,33.9231768,-118.2437996
FOOTHILL REGIONAL MEDICAL CENTER,1001.127132,33.7305509,-117.8283481
SONOMA WEST MEDICAL CENTER,1042.811152,38.3970312,-122.8190115
CASA COLINA HOSPITAL,694.8053072,34.0975963,-117.7469367
NORTH COLORADO MEDICAL CENTER,1602.18276,40.4146785,-104.7101695
LONGMONT UNITED HOSPITAL,1549.6104,40.1822195,-105.1260783
PLATTE VALLEY MEDICAL CENTER,1269.263354,39.9645491,-104.7685472
MONTROSE MEMORIAL HOSPITAL,1144.295454,38.4800204,-107.8689388
SAN LUIS VALLEY HEALTH,1383.535718,37.4724787,-105.882886
LUTHERAN MEDICAL CENTER,1453.459171,39.7681121,-105.0898988
POUDRE VALLEY HOSPITAL,1836.359688,40.5716484,-105.0566547
DENVER HEALTH MEDICAL CENTER,3163.15494,39.7282404,-104.9910801
CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,1911.678757,38.233881,-104.623987
MERCY REGIONAL MEDICAL CENTER,1755.807789,37.2361018,-107.8255618
PRESBYTERIAN ST LUKES MEDICAL CENTER,8625.337637,39.7466017,-104.9666911
CENTURA HEALTH-ST ANTHONY HOSPITAL,2085.140783,39.7163135,-105.1293633
CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1273.936628,38.4552392,-105.2309998
PARKVIEW MEDICAL CENTER INC,1616.09674,38.2817831,-104.612694
UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1543.370146,38.8397642,-104.7994092
ST MARYS  MEDICAL CENTER,1512.685414,39.0904811,-108.5627055
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,4084.227898,39.7426294,-104.8420288
FOOTHILLS HOSPITAL,1539.395666,40.0163695,-105.2363882
SAINT JOSEPH HOSPITAL,6761.934574,39.7461882,-104.9717268
MCKEE MEDICAL CENTER,1400.718993,40.4132365,-105.0513281
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,1457.754044,38.8655367,-104.821745
ROSE MEDICAL CENTER,2453.740691,39.732185,-104.9340497
SWEDISH MEDICAL CENTER,2924.607479,39.6543242,-104.9811769
COLORADO PLAINS MEDICAL CENTER,1528.875655,40.2597187,-103.795364
UCHEALTH YAMPA VALLEY MEDICAL CENTER,3322.78523,40.4632879,-106.8145583
COMMUNITY HOSPITAL,1129.907429,39.1051972,-108.6152656
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,4070.989861,39.6700386,-104.9748195
NORTH SUBURBAN MEDICAL CENTER,2153.965687,39.8635551,-104.9857089
DELTA COUNTY MEMORIAL HOSPITAL,1354.959168,38.7454297,-108.0472264
VALLEY VIEW HOSPITAL ASSOCIATION,1685.975964,39.5324953,-107.3215051
STERLING REGIONAL MEDCENTER,1261.373216,40.6123996,-103.2210843
VAIL HEALTH HOSPITAL,3608.764568,39.6434111,-106.3820241
"MEDICAL CENTER OF AURORA, THE",2197.885458,39.6902113,-104.8317382
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,2025.177046,39.9519333,-105.1517462
ST ANTHONY NORTH HEALTH CAMPUS,2226.66934,39.9557354,-104.9913554
SKY RIDGE MEDICAL CENTER,2889.695491,39.529099,-104.871212
CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,1550.555658,39.576102,-104.985752
PARKER ADVENTIST HOSPITAL,2780.967905,39.5486133,-104.7710383
GOOD SAMARITAN MEDICAL CENTER,2367.145735,39.9706523,-105.0863539
"ANIMAS SURGICAL HOSPITAL, LLC",1607.630745,37.2480706,-107.8708827
ST ANTHONY SUMMIT MEDICAL CENTER,4016.13333,39.5695242,-106.0775201
MEDICAL CENTER OF THE ROCKIES,2533.261026,40.4156022,-104.9971202
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,4793.399022,39.7170565,-105.1292035
CASTLE ROCK ADVENTIST HOSPITAL,2254.078987,39.4056145,-104.8853165
BANNER FORT COLLINS MEDICAL CENTER,3568.909377,40.52139,-105.0085323
ST FRANCIS HOSPITAL & MEDICAL CENTER,2895.328886,41.7738454,-72.699088
DAY KIMBALL HOSPITAL,1102.098462,41.9065432,-71.9137355
SHARON HOSPITAL,1194.833026,41.8804627,-73.4816406
WATERBURY HOSPITAL,1503.057073,41.5591127,-73.0598526
STAMFORD HOSPITAL,1558.393059,41.0544448,-73.5522909
LAWRENCE & MEMORIAL HOSPITAL,1677.267553,41.3363078,-72.1056047
JOHNSON MEMORIAL HOSPITAL,1515.221062,41.9795964,-72.3911022
BRIDGEPORT HOSPITAL,3555.246813,41.1889873,-73.1664362
CHARLOTTE HUNGERFORD HOSPITAL,1050.042365,41.7915265,-73.1338228
ROCKVILLE GENERAL HOSPITAL,1269.660199,41.8661355,-72.4504652
SAINT MARY'S HOSPITAL,1697.267007,41.5525708,-73.0364301
MIDSTATE MEDICAL CENTER,1148.006278,41.5493063,-72.8011451
GREENWICH HOSPITAL ASSOCIATION -,1781.25074,41.0335499,-73.6300595
"MILFORD HOSPITAL, INC",1347.430992,41.2165182,-73.0653002
MIDDLESEX HOSPITAL,1513.927574,41.5544714,-72.6470639
WINDHAM COMM MEM HOSP & HATCH HOSP,1024.285863,41.7173432,-72.2259329
YALE-NEW HAVEN HOSPITAL,5699.820806,41.3044229,-72.9355663
WILLIAM W BACKUS HOSPITAL,1690.819391,41.5432439,-72.0889953
HARTFORD HOSPITAL,2814.608108,41.7545616,-72.6792339
MANCHESTER MEMORIAL HOSPITAL,1434.278879,41.7815772,-72.5260287
ST VINCENT'S MEDICAL CENTER,2099.59783,41.2129829,-73.1787845
BRISTOL HOSPITAL,941.4415594,41.6758208,-72.9314067
GRIFFIN HOSPITAL,1511.794236,41.3350191,-73.0886199
DANBURY HOSPITAL,2087.736817,41.4050857,-73.446289
NORWALK HOSPITAL ASSOCIATION,2290.811526,41.111322,-73.420307
"HOSPITAL OF CENTRAL CONNECTICUT, THE",1565.966305,41.6613941,-72.7867516
JOHN DEMPSEY HOSPITAL,2687.026728,41.734719,-72.795171
MASONICARE HEALTH CENTER,793.5416333,41.4630374,-72.8355515
"CHRISTIANA CARE HEALTH SERVICES, INC.",4310.132658,39.6902474,-75.6726298
ST FRANCIS HOSPITAL,1669.810953,39.7497948,-75.5666519
"BAYHEALTH HOSPITAL, KENT CAMPUS",1507.493641,39.1512959,-75.5236202
NANTICOKE MEMORIAL HOSPITAL,1259.239432,38.6418487,-75.6038953
BEEBE MEDICAL CENTER,2135.478787,38.7720274,-75.1438834
BAYHEALTH - MILFORD MEMORIAL HOSPITAL,1247.027398,38.9072399,-75.4326392
GEORGE WASHINGTON UNIV HOSPITAL,3824.550585,38.901261,-77.0507412
HOWARD UNIVERSITY HOSPITAL,5642.801861,38.9175305,-77.0204417
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,10702.25878,38.9121118,-77.0752367
SIBLEY MEMORIAL HOSPITAL,1788.870171,38.9365476,-77.1091966
PROVIDENCE HOSPITAL,1635.093089,38.9437638,-76.9915731
UNITED MEDICAL CENTER,1075.842139,38.8359393,-76.9849936
MEDSTAR WASHINGTON HOSPITAL CENTER,4410.544491,38.9287831,-77.0139309
UF HEALTH JACKSONVILLE,2047.927406,30.348622,-81.6641394
BETHESDA HOSPITAL EAST,1247.371064,26.5046196,-80.0697661
ORLANDO HEALTH,2370.434117,28.5263234,-81.3779463
FLORIDA HOSPITAL,2735.1006,28.5754578,-81.3699653
BAPTIST HOSPITAL OF MIAMI,2167.856643,25.6870576,-80.3363467
UMHC-UHEALTH TOWER,2045.681899,25.7889582,-80.2114778
LEE MEMORIAL HOSPITAL,1464.646444,26.6284093,-81.8740805
FLORIDA HOSPITAL NEW SMYRNA,1127.08091,29.0202552,-80.9217533
HALIFAX HEALTH MEDICAL CENTER,2076.44877,29.2001684,-81.0542568
NAPLES COMMUNITY HOSPITAL,1281.486953,26.1509154,-81.7990265
HOLMES REGIONAL MEDICAL CENTER,1511.02511,28.0693883,-80.6128994
JACKSON MEMORIAL HOSPITAL,8776.469827,25.7911243,-80.2137439
CITRUS MEMORIAL HOSPITAL,1373.689301,28.8338994,-82.3358636
SACRED HEART HOSPITAL,1346.997523,30.4760103,-87.2129488
BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,1251.097568,30.1596644,-85.6486243
PARRISH MEDICAL CENTER,1243.209638,28.6307029,-80.824111
NORTH SHORE MEDICAL CENTER,1220.991897,25.8600641,-80.2141482
HEALTH CENTRAL,1623.987806,28.5497756,-81.5278856
BAYFRONT HEALTH - ST PETERSBURG,1796.798135,27.7634827,-82.642014
MOUNT SINAI MEDICAL CENTER,2585.876276,25.8129583,-80.1414004
MANATEE MEMORIAL HOSPITAL,1705.06075,27.4972631,-82.5621778
MEMORIAL REGIONAL HOSPITAL,1493.30123,26.0195318,-80.179802
BROWARD HEALTH MEDICAL CENTER,2057.776326,26.1018675,-80.1405904
ST VINCENT'S MEDICAL CENTER RIVERSIDE,1730.072179,30.307202,-81.689871
MEASE DUNEDIN HOSPITAL,1378.332247,28.0136642,-82.7827283
MARTIN MEDICAL CENTER,1377.637511,27.1993358,-80.2432659
FLORIDA HOSPITAL DELAND,1191.142912,29.0437866,-81.3179794
FLORIDA HOSPITAL ZEPHYRHILLS,1325.40115,28.2608164,-82.1853691
BAYFRONT HEALTH PUNTA GORDA,1231.439542,26.9406218,-82.0400582
JAY HOSPITAL,898.2389604,30.9502015,-87.1507632
HIGHLANDS REGIONAL MEDICAL CENTER,971.2815345,27.4656135,-81.4329631
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,814.3971682,25.868847,-80.312304
SOUTH LAKE HOSPITAL,1693.35189,28.5521875,-81.7214326
WINTER HAVEN HOSPITAL,1360.056026,28.0279017,-81.7254974
HIALEAH HOSPITAL,948.0663465,25.8456827,-80.2684589
TWIN CITIES HOSPITAL,1476.006799,30.5335439,-86.4955846
FLORIDA HOSPITAL NORTH PINELLAS,1323.624081,28.1323928,-82.7578905
FLORIDA HOSPITAL WATERMAN,1311.502034,28.823794,-81.714703
MUNROE REGIONAL MEDICAL CENTER,1337.024285,29.1751787,-82.1389001
MORTON PLANT NORTH BAY HOSPITAL,1057.278057,28.2538944,-82.7145238
ST ANTHONYS HOSPITAL,1340.141831,27.7787962,-82.6510714
FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,1313.654796,29.2436843,-81.108198
FLORIDA HOSPITAL CARROLLWOOD,1907.617171,28.0134607,-82.5041225
VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,1345.850299,27.0905363,-82.4449121
BAYFRONT HEALTH BROOKSVILLE,1055.437336,28.5385,-82.4430386
FLORIDA HOSPITAL FISH MEMORIAL,1236.595731,28.9142133,-81.2853577
HOLY CROSS HOSPITAL,1288.802538,26.1866679,-80.1196531
ST JOSEPHS HOSPITAL,1748.811769,27.9822844,-82.4911306
BAYFRONT HEALTH PORT CHARLOTTE,1097.840884,26.9890286,-82.0957183
JFK MEDICAL CENTER,1903.539518,26.5983629,-80.0909644
HEALTHMARK REGIONAL MEDICAL CENTER,1010.482763,30.6608903,-86.1166904
LEESBURG REGIONAL MEDICAL CENTER,1051.786312,28.807886,-81.8683305
BROWARD HEALTH NORTH,1115.266357,26.2769628,-80.1216454
SARASOTA MEMORIAL HOSPITAL,1670.259479,27.3185566,-82.531735
BAPTIST MEDICAL CENTER JACKSONVILLE,1578.164152,30.315687,-81.6637016
FLAGLER HOSPITAL,1315.808409,29.8632188,-81.3176534
STEWARD ROCKLEDGE HOSPITAL,1114.532412,28.3353563,-80.7227819
BAPTIST HOSPITAL,1383.582736,30.4294815,-87.2312753
LAKE WALES MEDICAL CENTER,927.0227552,27.8966144,-81.565241
SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,822.9343875,30.1931542,-82.6324358
INDIAN RIVER MEDICAL CENTER,1127.435226,27.6583557,-80.3937643
DOCTOR'S MEMORIAL HOSPITAL INC,1064.144551,30.1201475,-83.5930863
LEHIGH REGIONAL MEDICAL CENTER,1075.60376,26.6158716,-81.6594828
FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,1096.269833,27.5396543,-81.5100821
OSCEOLA REGIONAL MEDICAL CENTER,2084.015196,28.299468,-81.4095251
UF HEALTH SHANDS HOSPITAL,3790.768164,29.6398333,-82.3434662
BAPTIST MEDICAL CENTER - BEACHES,1126.592404,30.2735349,-81.3981631
FLORIDA HOSPITAL FLAGLER,1300.341243,29.4791792,-81.1894338
BARTOW REGIONAL MEDICAL CENTER,1312.062181,27.9186774,-81.8437812
NORTH OKALOOSA MEDICAL CENTER,1266.238073,30.7354381,-86.5623119
SANTA ROSA MEDICAL CENTER,1023.104508,30.634417,-87.0670118
HOMESTEAD HOSPITAL,1055.907767,25.4792269,-80.4304752
PALMS OF PASADENA HOSPITAL,2355.637753,27.752612,-82.7396872
MORTON PLANT HOSPITAL,1948.311689,27.9533568,-82.8028719
TAMPA GENERAL HOSPITAL,4484.305265,27.9378917,-82.4596206
LAKESIDE MEDICAL CENTER,1324.444005,26.7241903,-80.671271
AVENTURA HOSPITAL AND MEDICAL CENTER,1410.8468,25.9699432,-80.1454176
SOUTH FLORIDA BAPTIST HOSPITAL,1350.156852,28.014978,-82.138399
ED FRASER MEMORIAL HOSPITAL,831.53334,30.2861576,-82.118911
TALLAHASSEE MEMORIAL HOSPITAL,1805.922175,30.4564874,-84.2616255
HEART OF FLORIDA REGIONAL MEDICAL CENTER,1218.37062,28.1814929,-81.6418777
BAPTIST MEDICAL CENTER - NASSAU,1154.043723,30.6531443,-81.4485844
JACKSON HOSPITAL,1104.400612,30.7868824,-85.2415654
LOWER KEYS MEDICAL CENTER,1625.976443,24.5808668,-81.7425506
MAYO CLINIC,9572.597279,30.2627916,-81.4414608
SOUTH MIAMI HOSPITAL,1592.890867,25.7022109,-80.2942397
LAKE CITY MEDICAL CENTER,1238.998393,30.1833974,-82.6878316
LAKELAND REGIONAL MEDICAL CENTER,1420.020435,28.060657,-81.9549324
CENTRAL FLORIDA REGIONAL HOSPITAL,1623.369441,28.814267,-81.2834476
DOCTORS HOSPITAL OF SARASOTA,1542.385907,27.3019635,-82.4534904
PLANTATION GENERAL HOSPITAL,1429.020994,26.1264969,-80.2053767
BOCA RATON REGIONAL HOSPITAL,1316.076417,26.3585783,-80.1022013
FLORIDA HOSPITAL TAMPA,1923.628746,28.0720715,-82.4234357
DESOTO MEMORIAL HOSPITAL,1254.428018,27.2268389,-81.8502968
PALM BEACH GARDENS MEDICAL CENTER,1365.67689,26.8294567,-80.0868409
CAPE CANAVERAL HOSPITAL,1408.670573,28.3600539,-80.6230934
MEMORIAL HOSPITAL JACKSONVILLE,1550.045963,30.2878473,-81.6011644
ST PETERSBURG GENERAL HOSPITAL,1063.894608,27.8053256,-82.7260737
LARKIN COMMUNITY HOSPITAL,4256.420206,25.7055392,-80.2931475
CORAL GABLES HOSPITAL,984.979993,25.7434206,-80.2547399
PALMETTO GENERAL HOSPITAL,1590.94497,25.8847708,-80.3285219
NORTHWEST MEDICAL CENTER,1392.381358,26.1606417,-80.2041186
MEDICAL CENTER OF TRINITY,1264.932157,28.2038231,-82.6597451
BROWARD HEALTH IMPERIAL POINT,1112.902592,26.2068048,-80.1110149
NORTH FLORIDA REGIONAL MEDICAL CENTER,1560.098465,29.6603042,-82.4115721
MEMORIAL HOSPITAL OF TAMPA,1903.032906,27.9378982,-82.4893993
KENDALL REGIONAL MEDICAL CENTER,1698.042271,25.7319314,-80.3857679
BAYFRONT HEALTH DADE CITY,1098.260102,28.3479242,-82.2003932
OCALA REGIONAL MEDICAL CENTER,1819.149469,29.1755749,-82.1366778
